MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal
0.04046639231824417,0.00551572134454816,0.004115226337448559,0.0027434842249657067,0.0027434842249657067,0.0027434842249657067,0.13374485596707816,0.4835390946502057,-0.0006858710562414267,0.10219478737997256,0.5864197530864197,0.003945315758670604,0.5850480109739369,-0.0006858710562414267,0.004801097393689986,-0.0006858710562414267,0.0027434842249657067,0.0006858710562414267,0.3751714677640604,-0.0006858710562414267,0.0411522633744856,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.013031550068587106,0.005603236198529442,0.0034293552812071325,0.004801097393689986,0.0205761316872428,0.0205761316872428,-0.0006858710562414267,0.6700960219478738,-0.0006858710562414267,0.19410150891632366,0.8648834019204389,0.004211559014472672,-0.0006858710562414267,-0.0006858710562414267,0.0034293552812071325,0.0,0.0205761316872428,0.0006858710562414267,0.3148148148148148,0.2037037037037037,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.04046639231824417,0.005712018798101896,0.004115226337448559,0.0027434842249657067,0.004115226337448559,0.0034293552812071325,0.11042524005486967,0.3326474622770919,-0.0006858710562414267,0.2969821673525377,0.6303155006858709,0.0039947693210172055,0.593278463648834,-0.0006858710562414267,0.0034293552812071325,0.0,0.004115226337448559,0.0006858710562414267,0.4163237311385459,-0.0006858710562414267,0.02812071330589849,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.047325102880658436,0.005599654618295456,0.004115226337448559,0.0027434842249657067,0.061728395061728385,0.02400548696844993,-0.0006858710562414267,0.1474622770919067,-0.0006858710562414267,0.36968449931412894,0.5178326474622771,0.0040246738058781146,0.5178326474622771,-0.0006858710562414267,0.004115226337448559,0.0,0.004801097393689986,0.001371742112482853,0.4396433470507545,-0.0006858710562414267,0.0233196159122085,0.18587105624142655,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.04046639231824417,0.00587463216321556,0.004801097393689986,0.0027434842249657067,0.004801097393689986,0.004801097393689986,0.23936899862825786,0.4485596707818929,-0.0006858710562414267,0.3353909465020576,0.7846364883401921,0.0041448284746147725,0.7215363511659808,-0.0006858710562414267,0.005486968449931413,0.0,0.004801097393689986,0.001371742112482853,0.5727023319615911,0.13100137174211246,0.0569272976680384,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.0336076817558299,0.005867622318715768,0.0027434842249657067,0.0027434842249657067,0.0102880658436214,0.008916323731138546,-0.0006858710562414267,0.5013717421124828,-0.0006858710562414267,0.043209876543209874,0.5452674897119342,0.003895472692623033,0.387517146776406,-0.0006858710562414267,0.0027434842249657067,-0.0006858710562414267,0.0102880658436214,0.0006858710562414267,0.32853223593964337,0.02674897119341564,0.019890260631001373,-0.0006858710562414267,0.21879286694101507,-0.0006858710562414267,-0.0006858710562414267,0.4794238683127572
0.013031550068587106,0.005636972077028677,0.004801097393689986,0.0027434842249657067,0.001371742112482853,0.0006858710562414267,0.12688614540466392,0.9382716049382716,-0.0006858710562414267,0.2167352537722908,1.1556927297668038,0.004413475908924553,-0.0006858710562414267,-0.0006858710562414267,0.004115226337448559,0.0,0.001371742112482853,0.0006858710562414267,0.4355281207133059,0.17421124828532233,0.03840877914951989,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.04046639231824417,0.005656947061993946,0.004115226337448559,0.0034293552812071325,0.02400548696844993,0.02400548696844993,0.16392318244170095,0.588477366255144,0.021262002743484224,0.1474622770919067,0.7585733882030178,0.0041216796520635365,0.6735253772290809,-0.0006858710562414267,0.004115226337448559,0.0006858710562414267,0.02400548696844993,0.0006858710562414267,0.33127572016460904,0.16049382716049382,0.1392318244170096,0.15569272976680382,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,0.23936899862825786
0.0336076817558299,0.0052944563618013505,0.004115226337448559,0.0027434842249657067,0.052126200274348417,0.03909465020576131,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,0.6522633744855967,0.6522633744855967,0.004066883930564917,0.5150891632373114,-0.0006858710562414267,0.004801097393689986,0.0006858710562414267,0.052126200274348417,0.0006858710562414267,0.32030178326474623,0.061042524005486966,-0.0006858710562414267,0.139917695473251,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
0.12962962962962962,0.005426566760055847,0.0027434842249657067,0.0034293552812071325,0.04663923182441701,0.03909465020576131,-0.0006858710562414267,0.5829903978052126,-0.0006858710562414267,0.09533607681755828,0.6790123456790124,0.004102835855388468,-0.0006858710562414267,-0.0006858710562414267,0.0027434842249657067,0.0006858710562414267,0.04663923182441701,0.0,0.139917695473251,-0.0006858710562414267,0.00205761316872428,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267,-0.0006858710562414267
